School,Program,Result,Result_Date,GPA,Verbal_GRE,Quant_GRE,Writing_GRE,Subject_GRE,Status,Submit_Date,Result_Day,Result_Month,Result_Year,Submit_Day,Submit_Month,Submit_Year,Degree_Type
George Washington University,"Statistics, PhD (F12)",Accepted,2 Apr 2012,,,,,,,4 Apr 2012,2,Apr,2012,4,Apr,2012,Phd
University Of Iowa,"Statistics, PhD (F12)",Rejected,4 Apr 2012,,,,,,,4 Apr 2012,4,Apr,2012,4,Apr,2012,Phd
Boston U,"Statistics, PhD (F12)",Rejected,3 Apr 2012,2.8999999999999999,700.0,800.0,4.5,740.0,A,4 Apr 2012,3,Apr,2012,4,Apr,2012,Phd
University Of Cincinnati,"Statistics, Masters (F12)",Accepted,4 Apr 2012,3.6600000000000001,160.0,158.0,5.5,,A,4 Apr 2012,4,Apr,2012,4,Apr,2012,Masters
NCSU,"Statistics, Masters (F12)",Accepted,4 Apr 2012,3.7000000000000002,168.0,164.0,4.0,,A,4 Apr 2012,4,Apr,2012,4,Apr,2012,Masters
Columbia University,"Statistics, PhD (F12)",Rejected,4 Apr 2012,,,,,,,4 Apr 2012,4,Apr,2012,4,Apr,2012,Phd
University Of California San Diego,"Statistics, Masters (F12)",Accepted,4 Apr 2012,,750.0,800.0,0.0,,I,4 Apr 2012,4,Apr,2012,4,Apr,2012,Masters
Columbia University,"Statistics, PhD (F12)",Rejected,4 Apr 2012,3.6000000000000001,720.0,790.0,3.5,,I,4 Apr 2012,4,Apr,2012,4,Apr,2012,Phd
Boston U,"Mathematics And Statistics, Masters (F12)",Rejected,4 Apr 2012,3.8300000000000001,155.0,168.0,5.5,,A,4 Apr 2012,4,Apr,2012,4,Apr,2012,Masters
Columbia University,"Statistics, PhD (F12)",Rejected,3 Apr 2012,3.5099999999999998,162.0,167.0,4.0,840.0,A,3 Apr 2012,3,Apr,2012,3,Apr,2012,Phd
Columbia University,"Statistics, Masters (F12)",Rejected,3 Apr 2012,3.6000000000000001,580.0,800.0,3.0,,U,3 Apr 2012,3,Apr,2012,3,Apr,2012,Masters
University Of California San Diego,"Statistics, Masters (F12)",Accepted,3 Apr 2012,,,,,,,3 Apr 2012,3,Apr,2012,3,Apr,2012,Masters
Temple University,"Statistics, PhD (F12)",Accepted,3 Apr 2012,,,,,,,3 Apr 2012,3,Apr,2012,3,Apr,2012,Phd
Columbia University,"Statistics, Masters (F12)",Accepted,2 Apr 2012,3.7799999999999998,580.0,790.0,4.5,,I,2 Apr 2012,2,Apr,2012,2,Apr,2012,Masters
George Washington University,"Statistics, PhD (F12)",Accepted,2 Apr 2012,3.4199999999999999,600.0,780.0,0.0,,A,2 Apr 2012,2,Apr,2012,2,Apr,2012,Phd
Rice University,"Statistics, PhD (F12)",Rejected,2 Apr 2012,3.5,680.0,790.0,3.0,,U,2 Apr 2012,2,Apr,2012,2,Apr,2012,Phd
University Of Iowa,"Statistics, Masters (F12)",Rejected,2 Apr 2012,,,,,,,2 Apr 2012,2,Apr,2012,2,Apr,2012,Masters
Purdue University,"Statistics, PhD (F12)",Accepted,28 Mar 2012,,,,,,,31 Mar 2012,28,Mar,2012,31,Mar,2012,Phd
McGill University,"Statistics, Masters (F12)",Rejected,30 Mar 2012,,,,,,,31 Mar 2012,30,Mar,2012,31,Mar,2012,Masters
University Of Washington,"Statistics, PhD (F12)",Rejected,30 Mar 2012,,,,,,,30 Mar 2012,30,Mar,2012,30,Mar,2012,Phd
Rice University,"Statistics, PhD (F12)",Rejected,30 Mar 2012,,,,,,,30 Mar 2012,30,Mar,2012,30,Mar,2012,Phd
Rice University,"Statistics, PhD (F12)",Rejected,30 Mar 2012,,,,,,,30 Mar 2012,30,Mar,2012,30,Mar,2012,Phd
University Of Virginia,"Statistics, Masters (F12)",Rejected,30 Mar 2012,,,,,,,30 Mar 2012,30,Mar,2012,30,Mar,2012,Masters
Loyola University Chicago,"Applied Statistics, Masters (F12)",Accepted,29 Mar 2012,,,,,,,29 Mar 2012,29,Mar,2012,29,Mar,2012,Masters
Rutgers,"Statistics, PhD (F12)",Rejected,28 Mar 2012,,,,,,,28 Mar 2012,28,Mar,2012,28,Mar,2012,Phd
Johns Hopkins University,"Applied Mathematics And Statistics, PhD (F12)",Accepted,28 Mar 2012,3.79,163.0,170.0,5.0,640.0,A,28 Mar 2012,28,Mar,2012,28,Mar,2012,Phd
Purdue University,"Statistics, Masters (F12)",Accepted,28 Mar 2012,,,,,,,28 Mar 2012,28,Mar,2012,28,Mar,2012,Masters
Purdue University,"Statistics, PhD (S12)",Rejected,28 Mar 2012,,,,,,,28 Mar 2012,28,Mar,2012,28,Mar,2012,Phd
University Of Florida,"Statistics, PhD (F12)",Accepted,27 Mar 2012,,,,,,,27 Mar 2012,27,Mar,2012,27,Mar,2012,Phd
Stony Brook University,"Statistics, PhD (F12)",Accepted,27 Mar 2012,,,,,,,27 Mar 2012,27,Mar,2012,27,Mar,2012,Phd
University Of Florida,"Statistics, PhD (F12)",Accepted,27 Mar 2012,,,,,,,27 Mar 2012,27,Mar,2012,27,Mar,2012,Phd
UC Berkeley,"Statistics, Masters (F12)",Rejected,27 Mar 2012,,,,,,,27 Mar 2012,27,Mar,2012,27,Mar,2012,Masters
Stony Brook University,"Apliied Mathematics And Statistics, PhD (F12)",Accepted,27 Mar 2012,,,,,,,27 Mar 2012,27,Mar,2012,27,Mar,2012,Phd
Stony Brook University,"Applied Mathematics And Statistics, PhD (F12)",Accepted,27 Mar 2012,,,,,,,27 Mar 2012,27,Mar,2012,27,Mar,2012,Phd
Stony Brook University,"Applied Mathematics And Statistics, PhD (F12)",Accepted,27 Mar 2012,,,,,,,27 Mar 2012,27,Mar,2012,27,Mar,2012,Phd
Stony Brook University,"Applied Math And Statistics, PhD (F12)",Accepted,27 Mar 2012,,,,,,,27 Mar 2012,27,Mar,2012,27,Mar,2012,Phd
UC Berkeley,"Statistics, Masters (F12)",Rejected,27 Mar 2012,,,,,,,27 Mar 2012,27,Mar,2012,27,Mar,2012,Masters
Stony Brook University,"Statistics, Masters (F12)",Accepted,27 Mar 2012,,,,,,,27 Mar 2012,27,Mar,2012,27,Mar,2012,Masters
UC Berkeley,"Statistics, Masters (F12)",Rejected,27 Mar 2012,,,,,,,27 Mar 2012,27,Mar,2012,27,Mar,2012,Masters
Stony Brook University,"Applied Math And Statistics, PhD (F12)",Accepted,27 Mar 2012,,,,,,,27 Mar 2012,27,Mar,2012,27,Mar,2012,Phd
Stony Brook University,"Applied Math And Statistics, PhD (F12)",Accepted,26 Mar 2012,3.3999999999999999,490.0,800.0,4.5,,A,26 Mar 2012,26,Mar,2012,26,Mar,2012,Phd
Boston U,"Statistics, PhD (F12)",Accepted,25 Mar 2012,,,,,,,25 Mar 2012,25,Mar,2012,25,Mar,2012,Phd
Johns Hopkins University,"Applied Mathematics And Statistics, Masters (F12)",Rejected,24 Mar 2012,,,,,,,24 Mar 2012,24,Mar,2012,24,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Rejected,24 Mar 2012,3.7200000000000002,154.0,160.0,4.5,,I,24 Mar 2012,24,Mar,2012,24,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Rejected,23 Mar 2012,3.9700000000000002,670.0,800.0,3.0,,U,23 Mar 2012,23,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Rejected,23 Mar 2012,,,,,,,23 Mar 2012,23,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Rejected,23 Mar 2012,,,,,,,23 Mar 2012,23,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Rejected,23 Mar 2012,,,,,,,23 Mar 2012,23,Mar,2012,23,Mar,2012,Masters
Oregon State University,"Statistics, PhD (F12)",Rejected,23 Mar 2012,,,,,,,23 Mar 2012,23,Mar,2012,23,Mar,2012,Phd
Iowa State,"Statistics, PhD (F12)",Rejected,23 Mar 2012,,,,,,,23 Mar 2012,23,Mar,2012,23,Mar,2012,Phd
Stanford University,"Statistics, Masters (F12)",Accepted,22 Mar 2012,3.6000000000000001,720.0,800.0,0.0,,A,23 Mar 2012,22,Mar,2012,23,Mar,2012,Masters
Johns Hopkins University,"Applied Statistics, Masters (F12)",Accepted,22 Mar 2012,,,,,,,23 Mar 2012,22,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Accepted,22 Mar 2012,3.8300000000000001,600.0,800.0,4.5,,A,23 Mar 2012,22,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Accepted,23 Mar 2012,,,,,,,23 Mar 2012,23,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Accepted,23 Mar 2012,3.8999999999999999,167.0,150.0,3.5,,U,23 Mar 2012,23,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Accepted,22 Mar 2012,,800.0,720.0,3.5,,I,23 Mar 2012,22,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Accepted,23 Mar 2012,3.8399999999999999,164.0,165.0,5.0,,A,23 Mar 2012,23,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Accepted,23 Mar 2012,,,,,,,23 Mar 2012,23,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Accepted,23 Mar 2012,3.8300000000000001,155.0,168.0,5.5,,A,23 Mar 2012,23,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Accepted,23 Mar 2012,3.8700000000000001,680.0,800.0,4.5,,A,23 Mar 2012,23,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Accepted,22 Mar 2012,,,,,,,23 Mar 2012,22,Mar,2012,23,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Accepted,22 Mar 2012,,,,,,,22 Mar 2012,22,Mar,2012,22,Mar,2012,Masters
Stanford University,"Statistics, Masters (F12)",Accepted,22 Mar 2012,,,,,,,22 Mar 2012,22,Mar,2012,22,Mar,2012,Masters
Stanford University,"Statistics, Masters (S12)",Rejected,22 Mar 2012,,,,,,,22 Mar 2012,22,Mar,2012,22,Mar,2012,Masters
Johns Hopkins University,"Statistics MS, Masters (F12)",Rejected,22 Mar 2012,,,,,,,22 Mar 2012,22,Mar,2012,22,Mar,2012,Masters
Johns Hopkins University,"Applied Mathematics And Statistics, Masters (F12)",Rejected,22 Mar 2012,3.2999999999999998,162.0,167.0,4.0,,A,22 Mar 2012,22,Mar,2012,22,Mar,2012,Masters
UC Berkeley,"Statistics, Masters (F12)",Accepted,22 Mar 2012,,,,,,,22 Mar 2012,22,Mar,2012,22,Mar,2012,Masters
Colorado State University,"Statistics, PhD (F12)",Rejected,21 Mar 2012,,,,,,,21 Mar 2012,21,Mar,2012,21,Mar,2012,Phd
University Of California Irvine,"Statistics, Masters (F12)",Accepted,21 Mar 2012,,,,,,,21 Mar 2012,21,Mar,2012,21,Mar,2012,Masters
Texas Agricultural And Machinery University,"Statistics, PhD (F12)",Accepted,21 Mar 2012,,,,,,,21 Mar 2012,21,Mar,2012,21,Mar,2012,Phd
Texas Agricultural And Machinery University,"Statistics, PhD (F12)",Accepted,21 Mar 2012,,,,,,,21 Mar 2012,21,Mar,2012,21,Mar,2012,Phd
University Of Georgia,"Statistics, PhD (F12)",Rejected,21 Mar 2012,,,,,,,21 Mar 2012,21,Mar,2012,21,Mar,2012,Phd
Florida State University,"Statistics, PhD (F12)",Rejected,21 Mar 2012,3.5,680.0,790.0,3.0,,U,21 Mar 2012,21,Mar,2012,21,Mar,2012,Phd
Florida State University,"Statistics, PhD (F12)",Rejected,21 Mar 2012,,,,,,,21 Mar 2012,21,Mar,2012,21,Mar,2012,Phd
Columbia University,"Statistics, Masters (F12)",Accepted,21 Mar 2012,,,,,,,21 Mar 2012,21,Mar,2012,21,Mar,2012,Masters
University Of California Santa Barbara,"Statistics, Masters (F12)",Rejected,21 Mar 2012,,,,,,,21 Mar 2012,21,Mar,2012,21,Mar,2012,Masters
Rice University,"Statistics, Masters (F12)",Accepted,21 Mar 2012,3.6000000000000001,720.0,790.0,3.5,,I,21 Mar 2012,21,Mar,2012,21,Mar,2012,Masters
Iowa State,"Statistics, Masters (F12)",Rejected,21 Mar 2012,,,,,,,21 Mar 2012,21,Mar,2012,21,Mar,2012,Masters
McGill University,"Statistics, Masters (F12)",Rejected,19 Mar 2012,,,,,,,20 Mar 2012,19,Mar,2012,20,Mar,2012,Masters
University Of Chicago,"Statistics, Masters (F12)",Rejected,14 Mar 2012,3.7999999999999998,750.0,800.0,4.0,,U,20 Mar 2012,14,Mar,2012,20,Mar,2012,Masters
Iowa State,"Statistics, PhD (F12)",Rejected,20 Mar 2012,,,,,,,20 Mar 2012,20,Mar,2012,20,Mar,2012,Phd
University Of Georgia,"Statistics, PhD (F12)",Rejected,20 Mar 2012,,700.0,800.0,3.5,860.0,I,20 Mar 2012,20,Mar,2012,20,Mar,2012,Phd
Cornell University,"Statistics, PhD (F12)",Rejected,19 Mar 2012,,,,,,,19 Mar 2012,19,Mar,2012,19,Mar,2012,Phd
Stony Brook University,"Applied Math And Statistics (AMS), PhD (F12)",Accepted,19 Mar 2012,3.9399999999999999,590.0,800.0,4.5,670.0,A,19 Mar 2012,19,Mar,2012,19,Mar,2012,Phd
"University Of California, Santa Cruz","Applied Math And Statistics (AMS), Masters (F12)",Accepted,24 Feb 2012,3.8399999999999999,164.0,165.0,5.0,,A,19 Mar 2012,24,Feb,2012,19,Mar,2012,Masters
University Of Chicago,"Statistics, Masters (F12)",Rejected,14 Mar 2012,3.6000000000000001,580.0,800.0,3.0,,U,18 Mar 2012,14,Mar,2012,18,Mar,2012,Masters
"University Of California, Davis","Statistics, PhD (F12)",Rejected,15 Mar 2012,,,,,,,17 Mar 2012,15,Mar,2012,17,Mar,2012,Phd
U Of Pitt,"Applied Statistics, Masters (F12)",Accepted,28 Feb 2012,,,,,,,16 Mar 2012,28,Feb,2012,16,Mar,2012,Masters
"University Of California, Davis","Statistics, Masters (F12)",Accepted,16 Mar 2012,,,,,,,16 Mar 2012,16,Mar,2012,16,Mar,2012,Masters
"University Of California, Davis","Statistics, PhD (F12)",Rejected,16 Mar 2012,,,,,,,16 Mar 2012,16,Mar,2012,16,Mar,2012,Phd
Auburn University,"Statistics, PhD (F12)",Accepted,14 Mar 2012,,,,,,,16 Mar 2012,14,Mar,2012,16,Mar,2012,Phd
Cornell University,"Statistics MS, Masters (F12)",Rejected,14 Mar 2012,,,,,,,15 Mar 2012,14,Mar,2012,15,Mar,2012,Masters
Iowa State,"Applied  Statistics, PhD (F12)",Accepted,13 Mar 2012,3.8599999999999999,670.0,780.0,4.0,,A,15 Mar 2012,13,Mar,2012,15,Mar,2012,Phd
Johns Hopkins University,"AMSC (Applied Mathematics, Statistics, Computation), PhD (F12)",Accepted,15 Mar 2012,,,,,,,15 Mar 2012,15,Mar,2012,15,Mar,2012,Phd
Loyola University Chicago,"Applied Statistics, Masters (F12)",Accepted,15 Mar 2012,3.5899999999999999,166.0,148.0,3.0,,I,15 Mar 2012,15,Mar,2012,15,Mar,2012,Masters
Cornell University,"Statistics, PhD (F12)",Rejected,14 Mar 2012,,,,,,,15 Mar 2012,14,Mar,2012,15,Mar,2012,Phd
Rutgers,"Statistics, PhD (F12)",Accepted,14 Mar 2012,3.46,156.0,164.0,4.5,,A,15 Mar 2012,14,Mar,2012,15,Mar,2012,Phd
NCSU,"Statistics, Masters (F12)",Rejected,14 Mar 2012,,,,,,,15 Mar 2012,14,Mar,2012,15,Mar,2012,Masters
Carnegie Mellon,"Statistics(MSP), Masters (F12)",Accepted,14 Mar 2012,,,,,,,15 Mar 2012,14,Mar,2012,15,Mar,2012,Masters
USC,"Statistics, Masters (F12)",Rejected,13 Mar 2012,3.8999999999999999,600.0,800.0,3.5,,I,15 Mar 2012,13,Mar,2012,15,Mar,2012,Masters
Cornell University,"Statistics, PhD (F12)",Rejected,15 Mar 2012,,,,,,,15 Mar 2012,15,Mar,2012,15,Mar,2012,Phd
George Washington University,"Statistics, Masters (F12)",Accepted,10 Mar 2012,,,,,,,15 Mar 2012,10,Mar,2012,15,Mar,2012,Masters
University Of Chicago,"Statistics, Masters (F12)",Rejected,15 Mar 2012,3.8199999999999998,650.0,800.0,0.0,,U,15 Mar 2012,15,Mar,2012,15,Mar,2012,Masters
University Of Chicago,"Statistics, Masters (F12)",Rejected,15 Mar 2012,,,,,,,15 Mar 2012,15,Mar,2012,15,Mar,2012,Masters
Cornell University,"Statistics, PhD (F12)",Rejected,14 Mar 2012,,,,,,,14 Mar 2012,14,Mar,2012,14,Mar,2012,Phd
University Of Chicago,"Statistics, Masters (F12)",Rejected,14 Mar 2012,,,,,,,14 Mar 2012,14,Mar,2012,14,Mar,2012,Masters
Cornell University,"Statistics, PhD (F12)",Rejected,14 Mar 2012,,,,,,,14 Mar 2012,14,Mar,2012,14,Mar,2012,Phd
Cornell University,"Statistics, PhD (F12)",Rejected,14 Mar 2012,,,,,,,14 Mar 2012,14,Mar,2012,14,Mar,2012,Phd
University Of Chicago,"Statistics, Masters (F12)",Rejected,14 Mar 2012,,700.0,800.0,3.5,860.0,I,14 Mar 2012,14,Mar,2012,14,Mar,2012,Masters
NCSU,"Statistics, Masters (F12)",Rejected,14 Mar 2012,,,,,,,14 Mar 2012,14,Mar,2012,14,Mar,2012,Masters
Cornell University,"Statistics, PhD (F12)",Rejected,14 Mar 2012,,,,,,,14 Mar 2012,14,Mar,2012,14,Mar,2012,Phd
Cornell University,"Statistics, PhD (F12)",Rejected,14 Mar 2012,,,,,,,14 Mar 2012,14,Mar,2012,14,Mar,2012,Phd
University Of Chicago,"Applied  Statistics, Masters (F12)",Rejected,14 Mar 2012,,800.0,640.0,3.0,,U,14 Mar 2012,14,Mar,2012,14,Mar,2012,Masters
Cornell University,"Statistics, PhD (F12)",Rejected,14 Mar 2012,4.0,800.0,710.0,3.0,,U,14 Mar 2012,14,Mar,2012,14,Mar,2012,Phd
Cornell University,"Statistics, PhD (F12)",Rejected,14 Mar 2012,,,,,,,14 Mar 2012,14,Mar,2012,14,Mar,2012,Phd
Cornell University,"Statistics, PhD (F12)",Rejected,14 Mar 2012,,,,,,,14 Mar 2012,14,Mar,2012,14,Mar,2012,Phd
Cornell University,"Applied Statistics, PhD (F12)",Rejected,14 Mar 2012,,,,,,,14 Mar 2012,14,Mar,2012,14,Mar,2012,Phd
University Of Chicago,"Statistics, PhD (F12)",Rejected,14 Mar 2012,3.5099999999999998,162.0,167.0,4.0,840.0,A,14 Mar 2012,14,Mar,2012,14,Mar,2012,Phd
NCSU,"Statistics, PhD (F12)",Accepted,13 Mar 2012,,,,,,,14 Mar 2012,13,Mar,2012,14,Mar,2012,Phd
University Of Connecticut,"Statistics, PhD (F12)",Accepted,14 Mar 2012,,,,,,,14 Mar 2012,14,Mar,2012,14,Mar,2012,Phd
Utah State University,"Statistics, PhD (F12)",Accepted,14 Mar 2012,,,,,,,14 Mar 2012,14,Mar,2012,14,Mar,2012,Phd
University Of Florida,"Statistics, PhD (F12)",Rejected,13 Mar 2012,,,,,,,13 Mar 2012,13,Mar,2012,13,Mar,2012,Phd
Oregon State University,"Statistics, Masters (F12)",Accepted,12 Mar 2012,3.6000000000000001,159.0,180.0,5.5,,A,13 Mar 2012,12,Mar,2012,13,Mar,2012,Masters
Rice University,"Statistics, PhD (F12)",Accepted,13 Jan 2012,,154.0,164.0,4.0,,I,13 Mar 2012,13,Jan,2012,13,Mar,2012,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F12)",Rejected,12 Mar 2012,,,,,,,12 Mar 2012,12,Mar,2012,12,Mar,2012,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F12)",Rejected,12 Mar 2012,,,,,,,12 Mar 2012,12,Mar,2012,12,Mar,2012,Phd
"University Of Michigan, Ann Arbor","Applied Statistics, PhD (F12)",Rejected,12 Mar 2012,,,,,,,12 Mar 2012,12,Mar,2012,12,Mar,2012,Phd
George Washington University,"Statistics, Masters (F12)",Accepted,12 Mar 2012,,,,,,,12 Mar 2012,12,Mar,2012,12,Mar,2012,Masters
"University Of Michigan, Ann Arbor","Statistics, PhD (F12)",Rejected,12 Mar 2012,,,,,,,12 Mar 2012,12,Mar,2012,12,Mar,2012,Phd
Arizona State  University,"Statistics, Masters (F12)",Rejected,12 Mar 2012,3.6000000000000001,720.0,790.0,3.5,,I,12 Mar 2012,12,Mar,2012,12,Mar,2012,Masters
Rutgers,"Statistics(FSRM), Masters (F12)",Accepted,8 Mar 2012,,,,,,,11 Mar 2012,8,Mar,2012,11,Mar,2012,Masters
University Of California Irvine,"Statistics, Masters (F12)",Rejected,9 Mar 2012,,,,,,,9 Mar 2012,9,Mar,2012,9,Mar,2012,Masters
"University Of Michigan, Ann Arbor","Applied Statistics, Masters (F12)",Rejected,8 Mar 2012,,,,,,,9 Mar 2012,8,Mar,2012,9,Mar,2012,Masters
University Of Virginia,"Statistics, PhD (F12)",Rejected,8 Mar 2012,3.8500000000000001,800.0,560.0,3.0,,I,9 Mar 2012,8,Mar,2012,9,Mar,2012,Phd
Carnegie Mellon,"MSP Program In Applied Statistics, Masters (F12)",Accepted,8 Mar 2012,,,,,,,9 Mar 2012,8,Mar,2012,9,Mar,2012,Masters
Carnegie Mellon,"MSP Program In Applied Statistics, Masters (F12)",Accepted,8 Mar 2012,,,,,,,9 Mar 2012,8,Mar,2012,9,Mar,2012,Masters
Baylor University,"Statistics, PhD (F12)",Rejected,9 Mar 2012,,800.0,580.0,3.0,,U,9 Mar 2012,9,Mar,2012,9,Mar,2012,Phd
University Of Arizona,"Biostatistics, Statistics, Masters (F12)",Accepted,8 Mar 2012,,,,,,,9 Mar 2012,8,Mar,2012,9,Mar,2012,Masters
Baylor University,"Statistics, PhD (F12)",Rejected,9 Mar 2012,,,,,,,9 Mar 2012,9,Mar,2012,9,Mar,2012,Phd
George Washington University,"Applied Statistics, Masters (F12)",Accepted,9 Mar 2012,3.6000000000000001,660.0,800.0,3.5,870.0,I,9 Mar 2012,9,Mar,2012,9,Mar,2012,Masters
Yale,"Applied  Statistics, Masters (F12)",Rejected,7 Mar 2012,,,,,,,8 Mar 2012,7,Mar,2012,8,Mar,2012,Masters
"University Of Michigan, Ann Arbor","Applied  Statistics, Masters (F12)",Rejected,8 Mar 2012,,,,,,,8 Mar 2012,8,Mar,2012,8,Mar,2012,Masters
Lehigh University,"Statistics, Masters (F12)",Rejected,8 Mar 2012,,,,,,,8 Mar 2012,8,Mar,2012,8,Mar,2012,Masters
University Of California Irvine,"Statistics, PhD (F12)",Rejected,8 Mar 2012,,,,,,,8 Mar 2012,8,Mar,2012,8,Mar,2012,Phd
University Of Connecticut,"Statistics, PhD (F12)",Accepted,5 Mar 2012,,,,,,,8 Mar 2012,5,Mar,2012,8,Mar,2012,Phd
University Of California Irvine,"Statistics, PhD (F12)",Rejected,7 Mar 2012,,,,,,,7 Mar 2012,7,Mar,2012,7,Mar,2012,Phd
University Of Pennsylvania,"Statistics, PhD (F12)",Rejected,7 Mar 2012,,,,,,,7 Mar 2012,7,Mar,2012,7,Mar,2012,Phd
University Of Texas At Austin,"Statistics, Masters (F12)",Rejected,7 Mar 2012,,,,,,,7 Mar 2012,7,Mar,2012,7,Mar,2012,Masters
Duke,"Applied Statistics, PhD (F12)",Rejected,6 Mar 2012,,,,,,,7 Mar 2012,6,Mar,2012,7,Mar,2012,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F12)",Rejected,6 Mar 2012,,,,,,,6 Mar 2012,6,Mar,2012,6,Mar,2012,Phd
Duke,"Statistics, PhD (F12)",Rejected,6 Mar 2012,3.8300000000000001,155.0,168.0,5.5,,A,6 Mar 2012,6,Mar,2012,6,Mar,2012,Phd
Duke,"Statistics, PhD (F12)",Rejected,5 Mar 2012,,,,,,,5 Mar 2012,5,Mar,2012,5,Mar,2012,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F12)",Rejected,5 Mar 2012,3.6000000000000001,163.0,165.0,4.5,,A,5 Mar 2012,5,Mar,2012,5,Mar,2012,Phd
Duke,"Statistics, PhD (F12)",Rejected,5 Mar 2012,,,,,,,5 Mar 2012,5,Mar,2012,5,Mar,2012,Phd
Duke,"Statistics, PhD (F12)",Rejected,5 Mar 2012,,,,,,,5 Mar 2012,5,Mar,2012,5,Mar,2012,Phd
Georgetown University,"Mathematics And Statistics, Masters (F12)",Accepted,5 Mar 2012,3.3999999999999999,165.0,158.0,5.5,,A,5 Mar 2012,5,Mar,2012,5,Mar,2012,Masters
Syracuse University,"Statistics, Masters (F12)",Accepted,5 Mar 2012,,,,,,,5 Mar 2012,5,Mar,2012,5,Mar,2012,Masters
"U Of Texas, Dallas","Statistics, PhD (F12)",Accepted,4 Mar 2012,,,,,,,4 Mar 2012,4,Mar,2012,4,Mar,2012,Phd
Duke,"Statistics (Statistical Science), PhD (F12)",Rejected,4 Mar 2012,,,,,,,4 Mar 2012,4,Mar,2012,4,Mar,2012,Phd
University Of Missouri,"Applied Statistics, Masters (F12)",Accepted,3 Mar 2012,3.5,680.0,790.0,3.0,,U,3 Mar 2012,3,Mar,2012,3,Mar,2012,Masters
University Of Missouri,"Statistics, Masters (F12)",Accepted,3 Mar 2012,,,,,,,3 Mar 2012,3,Mar,2012,3,Mar,2012,Masters
Oregon State University,"Statistics, Masters (F12)",Accepted,2 Mar 2012,,,,,,,2 Mar 2012,2,Mar,2012,2,Mar,2012,Masters
Colorado State University,"Statistics, PhD (F12)",Rejected,2 Mar 2012,,,,,,,2 Mar 2012,2,Mar,2012,2,Mar,2012,Phd
Bowling Green State University,"Statistics, PhD (F12)",Accepted,2 Mar 2012,,,,,,,2 Mar 2012,2,Mar,2012,2,Mar,2012,Phd
U Of Pitt,"Statistics, PhD (F12)",Rejected,2 Mar 2012,,,,,,,2 Mar 2012,2,Mar,2012,2,Mar,2012,Phd
Penn State University,"Statistics, PhD (F12)",Rejected,25 Feb 2012,,,,,,,2 Mar 2012,25,Feb,2012,2,Mar,2012,Phd
U Of Pitt,"Statistics, PhD (F12)",Rejected,1 Mar 2012,,,,,,,1 Mar 2012,1,Mar,2012,1,Mar,2012,Phd
U Of Pitt,"Statistics, PhD (F12)",Rejected,1 Mar 2012,,,,,,,1 Mar 2012,1,Mar,2012,1,Mar,2012,Phd
University Of California Irvine,"Statistics, PhD (F12)",Accepted,1 Mar 2012,3.8999999999999999,163.0,166.0,4.0,,A,1 Mar 2012,1,Mar,2012,1,Mar,2012,Phd
Colorado State University,"Statistics, PhD (F12)",Accepted,29 Feb 2012,3.6000000000000001,159.0,170.0,5.5,,A,1 Mar 2012,29,Feb,2012,1,Mar,2012,Phd
U Of Pitt,"Statistics, PhD (F12)",Rejected,1 Mar 2012,,,,,,,1 Mar 2012,1,Mar,2012,1,Mar,2012,Phd
U Of Pitt,"Statistics, PhD (F12)",Rejected,1 Mar 2012,,,,,,,1 Mar 2012,1,Mar,2012,1,Mar,2012,Phd
U Of Pitt,"Statistics, PhD (F12)",Rejected,1 Mar 2012,,,,,,,1 Mar 2012,1,Mar,2012,1,Mar,2012,Phd
U Of Pitt,"Statistics, PhD (F12)",Rejected,1 Mar 2012,,,,,,,1 Mar 2012,1,Mar,2012,1,Mar,2012,Phd
U Of Pitt,"Statistics, PhD (F12)",Rejected,1 Mar 2012,,,,,,,1 Mar 2012,1,Mar,2012,1,Mar,2012,Phd
UC Berkeley,"Statistics, PhD (F12)",Rejected,27 Feb 2012,,,,,,,29 Feb 2012,27,Feb,2012,29,Feb,2012,Phd
