unique_id,gender,race,gpa,act_score,household_income,decision
15173,M,hispanic or latino,3.1677999999999997,32,79467.14,0
11436,M,white,3.83,33,135873.0,0
5226,M,hispanic or latino,3.243,34,196044.85,0
7412,F,white,3.07,n/a,145008.0,0
5319,M,white,3.86,34,106932.0,0
10643,F,hispanic or latino,3.243,32,43243.51,0
6485,F,american indian or alaskan native,3.1341,35,56514.92,0
8177,M,white,3.65,34,112134.0,0
13934,F,hispanic or latino,3.6378,32,47991.75,0
6317,M,white,3.74,34,402904.0,0
6053,F,white,3.79,34,65546.0,0
12128,F,asian,3.8850000000000002,34,227080.84,0
12346,F,white,3.49,n/a,77702.0,0
9373,M,white,3.48,32,195094.0,0
14115,M,white,3.61,34,102765.0,0
12281,F,white,3.44,33,204277.0,0
13466,F,white,3.35,34,118803.0,0
4920,M,white,3.19,n/a,83646.0,0
11254,F,white,3.85,n/a,126354.0,0
6168,F,hispanic or latino,3.3087999999999997,35,74873.84,1
15538,F,asian,3.7485,34,36451.32,1
19978,F,hispanic or latino,3.4497999999999998,31,172911.21,0
8601,F,black or african american,2.964,34,98067.69,0
18091,M,asian,4.1370000000000005,32,173873.56,1
12317,F,white,3.48,n/a,76973.0,0
14070,F,white,3.3,32,184982.0,1
17318,M,white,3.84,33,464122.0,1
601,M,white,3.2,34,161945.0,0
15595,F,white,3.77,34,86997.0,0
9528,M,asian,3.2235,32,281728.84,1
8505,F,asian,3.3495,29,146175.12,1
3673,F,asian,3.4755000000000003,33,68933.76000000001,0
14158,M,white,3.85,34,74275.0,0
9772,M,asian,3.8325,32,72456.44,0
10495,F,white,3.7,33,93642.0,1
1597,M,hispanic or latino,3.1959999999999997,30,50903.28,0
14350,M,white,3.44,35,229391.0,0
8464,M,hispanic or latino,3.2993999999999994,32,98190.48,0
2046,M,black or african american,3.5719999999999996,33,29572.2,0
168,F,hispanic or latino,3.6189999999999998,32,68082.09999999999,0
14099,M,asian,3.213,34,116552.96,0
17860,F,asian,3.3705000000000003,32,85213.16,0
8099,M,white,3.46,29,139935.0,0
18938,M,white,3.03,34,102034.0,0
19089,F,asian,3.7380000000000004,36,119862.20000000001,0
3663,M,asian,3.2550000000000003,35,132096.36000000002,0
4222,M,white,3.86,30,166982.0,0
7842,M,hispanic or latino,3.2148,29,85852.01,0
3406,M,white,3.68,34,139992.0,1
16554,M,white,3.85,34,264404.0,1
16453,M,hispanic or latino,3.1395999999999997,34,87484.98,1
10306,F,white,3.09,34,133598.0,1
14550,F,white,3.24,34,58282.0,0
262,M,hispanic or latino,3.29,n/a,46424.659999999996,0
10410,F,asian,3.7695,n/a,120023.20000000001,0
6768,F,hispanic or latino,3.5719999999999996,34,92307.64,0
2090,M,white,3.49,n/a,208979.0,0
18276,M,hispanic or latino,3.3745999999999996,33,132091.23,1
4049,M,hispanic or latino,3.4404,n/a,93730.77,1
4404,M,white,3.44,33,71446.0,0
16859,F,asian,4.1475,n/a,118920.12000000001,0
8975,M,white,3.85,35,186941.0,0
344,M,asian,3.507,32,191184.28,0
732,F,white,3.98,31,102076.0,0
3943,M,asian,3.6225000000000005,32,75255.08,0
11287,F,black or african american,3.553,29,72674.91,1
13144,M,hispanic or latino,2.9704,n/a,49000.08,0
2714,F,white,3.37,36,75384.0,0
18301,F,white,3.92,30,59396.0,0
1119,M,asian,3.969,33,348993.72000000003,0
13132,F,white,3.58,n/a,103236.0,0
253,F,asian,3.717,33,137057.0,0
362,M,asian,3.2340000000000004,34,155196.64,1
9864,M,black or african american,2.945,34,116647.65,0
1394,F,white,3.2,36,148217.0,0
442,M,asian,3.6015,32,180860.04,0
18445,F,native hawaiian or other pacific islander,3.408,34,84238.04,0
12568,M,white,3.9,33,151863.0,0
9872,M,asian,3.8430000000000004,n/a,212801.52000000002,0
7148,M,asian,3.6225000000000005,34,108605.08,0
11704,M,white,3.14,35,188062.0,0
9656,M,white,3.83,n/a,144924.0,0
8564,F,white,3.91,32,66188.0,0
6022,F,white,3.61,34,87193.0,0
15143,F,white,3.53,n/a,65337.0,1
8294,F,white,3.54,n/a,79798.0,0
6054,M,white,3.83,n/a,278217.0,0
7210,F,white,3.49,32,113156.0,0
14907,F,white,3.17,35,233932.0,0
2165,F,white,3.6,33,149234.0,0
15865,F,asian,4.1055,n/a,85852.56,0
406,F,black or african american,3.059,36,68208.84,0
6003,M,white,3.09,31,239400.0,0
15534,M,black or african american,3.5625,34,75320.28,0
6338,M,white,3.6,34,129941.0,0
16430,M,hispanic or latino,3.3557999999999995,30,142557.0,0
17513,F,white,3.87,36,57621.0,0
9045,M,hispanic or latino,3.4873999999999996,33,80254.04,0
12863,M,asian,3.3285,34,71059.88,0
6958,F,hispanic or latino,2.9985999999999997,34,303974.58999999997,0
3717,F,white,3.26,34,91819.0,0
6633,F,white,3.27,n/a,179128.0,0
10196,M,hispanic or latino,3.3276,33,165148.35,0
4430,M,white,3.37,33,201446.0,0
8775,F,asian,4.0845,34,67420.36,1
14870,M,asian,3.2550000000000003,33,82746.64,0
16481,M,hispanic or latino,3.0643999999999996,31,185848.09,0
13264,M,white,3.85,33,58402.0,0
19612,F,white,3.6,34,78443.0,0
16171,M,black or african american,3.5054999999999996,34,72559.62,0
3871,F,hispanic or latino,3.3557999999999995,n/a,63712.67,0
12293,M,asian,3.3075,30,52890.8,0
16039,F,asian,3.9060000000000006,34,62275.72,0
6360,F,white,3.45,34,205236.0,0
18036,M,hispanic or latino,3.1959999999999997,33,82712.34,0
6459,F,asian,3.5385000000000004,32,83767.84,0
5163,M,asian,3.7485,34,560311.28,0
17826,F,white,3.31,34,280267.0,0
19041,M,black or african american,3.1825,29,73342.71,0
6804,F,asian,3.4125,n/a,97755.52,0
5158,M,white,3.27,34,180464.0,0
8040,M,white,3.99,n/a,56698.0,0
13361,M,hispanic or latino,3.525,n/a,80398.61,1
4060,F,asian,3.9375,33,107145.04000000001,0
6741,M,white,3.15,33,129700.0,0
10414,M,asian,3.7065,34,77039.88,0
19285,M,hispanic or latino,3.2618,32,74149.16,0
5842,M,hispanic or latino,3.5156,n/a,34147.799999999996,0
647,F,hispanic or latino,3.6942,32,86560.83,0
10776,M,asian,3.2025,31,84683.24,0
3631,F,asian,3.3285,32,41822.28,0
9444,M,hispanic or latino,3.4122,36,86299.14,0
15386,M,asian,3.5385000000000004,34,105897.52,0
4154,F,hispanic or latino,3.5814,33,75667.45,1
17399,M,black or african american,3.4484999999999997,34,96935.58,0
10274,F,black or african american,2.9259999999999997,34,104756.4,1
10206,F,asian,3.7065,31,141760.96,0
13093,M,white,3.25,32,149876.0,1
18238,M,asian,3.57,34,316811.2,0
4514,F,hispanic or latino,2.8575999999999997,29,58041.5,0
12931,F,asian,4.0635,33,69207.0,0
3607,M,white,3.97,n/a,143997.0,0
8388,F,hispanic or latino,3.2806,n/a,20957.16,0
17386,M,asian,3.4335,35,171583.68,0
14237,F,white,3.85,35,175009.0,1
12552,M,white,3.04,36,139399.0,0
4862,F,white,3.69,33,84970.0,0
8041,F,white,3.45,n/a,112450.0,1
6959,F,asian,3.9270000000000005,n/a,116407.6,0
11591,M,white,3.0,31,140520.0,0
8910,M,asian,4.168500000000001,33,106684.12000000001,1
946,M,white,3.39,34,112723.0,0
19465,F,white,3.38,32,126588.0,0
11615,M,asian,3.8220000000000005,n/a,126077.72,0
3743,M,asian,3.3495,33,66113.04000000001,0
6361,M,hispanic or latino,3.1866,34,47786.79,0
16416,F,asian,3.4125,34,59858.880000000005,0
2668,M,asian,3.612,n/a,47252.12,0
12606,M,white,3.2,32,199751.0,1
10844,M,white,3.28,33,183605.0,0
7869,F,white,3.47,n/a,92961.0,0
19819,F,white,3.73,34,203900.0,0
7806,F,black or african american,3.4105,34,58611.42,0
1844,M,hispanic or latino,3.4686,32,83222.91,0
16735,M,black or african american,3.268,n/a,77001.75,0
6131,M,white,3.86,34,252512.0,1
17706,M,hispanic or latino,3.7318,32,171329.48,0
3151,M,asian,3.444,n/a,102640.72,0
15559,M,white,3.89,n/a,204757.0,0
3251,M,hispanic or latino,3.4028,34,50992.34,0
8977,M,hispanic or latino,3.5531999999999995,n/a,68545.7,1
5808,M,asian,3.9899999999999998,34,77590.04000000001,0
19530,F,white,3.63,29,86433.0,1
17146,F,white,3.3,n/a,71974.0,0
8680,M,white,3.31,n/a,172060.0,0
19701,M,asian,3.9375,35,148624.16,1
19408,M,white,3.82,32,73254.0,0
19863,M,white,3.39,n/a,102672.0,0
64,M,white,3.64,30,79481.0,0
10218,M,white,3.32,34,28435.0,0
9469,F,asian,3.1814999999999998,32,176985.0,0
18791,M,asian,3.8220000000000005,31,126158.68000000001,0
2897,M,white,3.52,29,243196.0,0
1079,M,black or african american,3.7525,34,45935.82,0
4290,F,asian,4.1055,34,98188.84000000001,0
4211,F,asian,3.7695,31,159601.6,0
1346,M,asian,3.5385000000000004,34,352746.4,0
10616,M,hispanic or latino,3.1771999999999996,34,57886.56,0
12329,F,white,3.06,n/a,135542.0,0
15700,F,white,3.03,33,165598.0,0
8390,M,black or african american,3.4865,35,155921.22,0
1190,F,white,3.58,n/a,139280.0,0
12330,M,white,3.6,35,183094.0,1
11960,M,white,3.33,33,162849.0,0
1901,M,black or african american,3.6765,32,1942857.0,0
10080,F,asian,3.9585000000000004,34,81011.52,0
16670,M,white,3.23,35,105127.0,0
15091,F,white,3.46,34,71508.0,0
6647,M,hispanic or latino,2.9046,33,161643.29,0
15362,F,black or african american,3.553,30,50118.39,0
9663,M,hispanic or latino,2.9516,34,48366.29,0
6938,F,asian,3.2760000000000002,33,79833.0,0
2151,F,white,3.89,35,84388.0,0
5373,M,white,3.58,33,98633.0,0
2185,F,white,3.56,n/a,95712.0,0
13020,F,black or african american,2.9259999999999997,n/a,119139.93000000001,0
6900,F,black or african american,3.762,n/a,24258.15,1
19014,F,hispanic or latino,3.1584,32,83449.22,0
10928,F,black or african american,3.4294999999999995,35,113764.14,1
10727,F,asian,3.4545000000000003,29,95363.52,0
6528,F,hispanic or latino,3.0174,33,37937.729999999996,1
3758,M,black or african american,2.9545,n/a,64258.74,1
16572,M,white,3.82,33,143469.0,0
16837,F,white,3.39,36,166360.0,0
15731,M,black or african american,3.6765,34,51820.65,0
5856,F,asian,3.8955,n/a,77432.72,0
6981,F,white,3.79,32,169284.0,0
19210,M,white,3.59,34,263272.0,0
13131,F,white,3.79,35,144808.0,1
8558,F,black or african american,2.9164999999999996,34,74629.17,1
15340,F,white,3.59,34,138989.0,0
10318,F,asian,3.3390000000000004,32,94980.8,0
16590,F,hispanic or latino,3.6754,33,88916.04,1
16302,F,white,3.53,34,173257.0,0
18070,M,black or african american,3.61,33,75572.28,0
13835,F,white,3.6,34,75172.0,0
8671,F,white,3.02,31,69567.0,0
18114,M,white,3.88,36,160917.0,0
13637,M,hispanic or latino,3.1302,30,57903.64,1
12487,F,black or african american,3.0494999999999997,32,68385.87,0
14451,F,asian,3.7275,n/a,120346.12000000001,0
16452,F,hispanic or latino,3.149,35,77311.4,0
6965,M,hispanic or latino,3.0268,34,75403.31999999999,0
14738,M,asian,3.6750000000000003,34,61779.840000000004,0
5716,F,hispanic or latino,2.9704,30,36364.54,0
16021,M,white,3.17,31,116303.0,0
18699,M,white,3.07,34,132521.0,0
13435,M,asian,3.528,32,59731.0,0
18438,M,asian,3.3075,34,178680.56,0
17432,M,white,3.75,34,152042.0,1
160,M,hispanic or latino,3.5061999999999998,29,58453.86,0
4642,M,hispanic or latino,3.3276,34,40225.229999999996,0
3348,M,white,3.32,34,104595.0,1
17025,M,asian,4.053,36,160576.80000000002,0
18408,F,white,3.08,32,120179.0,1
10406,F,white,3.35,31,246284.0,0
12098,M,asian,3.1710000000000003,34,68591.52,0
19501,M,hispanic or latino,3.7506,32,46559.47,0
1861,M,hispanic or latino,3.2523999999999997,33,215765.54,0
816,M,hispanic or latino,2.8857999999999997,n/a,68364.53,0
16005,F,asian,4.074,n/a,148090.56,0
7406,F,black or african american,3.5909999999999997,32,25741.8,0
450,F,hispanic or latino,3.0831999999999997,31,66454.62,0
10026,M,hispanic or latino,2.8482,33,188815.13,0
10367,M,white,3.08,34,163151.0,0
3104,M,white,3.25,n/a,141744.0,0
11174,F,hispanic or latino,3.4404,32,94055.29,0
4509,M,asian,3.9585000000000004,36,119900.84000000001,0
4678,M,white,3.86,35,145637.0,0
11062,M,white,3.94,n/a,229824.0,0
18898,F,asian,3.1814999999999998,n/a,84341.0,0
2760,F,white,3.88,29,37730.0,0
6126,M,white,3.84,35,158302.0,0
10028,F,hispanic or latino,3.1302,n/a,91384.70999999999,0
14074,F,black or african american,3.344,33,64234.8,0
18129,M,hispanic or latino,3.3464,34,63815.76,0
603,M,asian,3.549,30,161033.12,0
9421,M,white,3.97,n/a,188370.0,0
17547,M,asian,3.4545000000000003,36,42056.880000000005,0
5435,M,asian,4.1370000000000005,35,105645.44,0
11431,M,white,3.34,31,133359.0,1
14954,F,white,3.37,34,112427.0,1
18282,F,black or african american,3.61,34,36223.74,0
6476,M,white,3.92,31,106068.0,0
7775,F,asian,3.9165,33,80351.88,0
4798,F,asian,3.8640000000000003,n/a,192760.24000000002,0
4444,M,hispanic or latino,3.0738,33,78849.20999999999,0
9907,F,white,3.36,34,65750.0,0
6240,M,asian,3.5175,34,94390.16,1
17681,M,asian,3.3705000000000003,34,113301.68000000001,0
18769,M,asian,3.8325,n/a,123853.16,1
1131,F,black or african american,3.7809999999999997,n/a,94476.69,0
3744,M,black or african american,3.5244999999999997,34,107445.24,0
15176,F,black or african american,2.9164999999999996,n/a,73414.53,0
12225,F,white,3.12,n/a,116360.0,1
15904,M,asian,3.8535,34,240678.44,0
6902,F,black or african american,3.2489999999999997,33,80175.06,0
4200,M,asian,4.0635,33,106526.8,0
17589,F,white,3.71,32,223349.0,0
11041,M,black or african american,3.1825,32,146170.71,0
9235,F,asian,3.591,34,115983.48000000001,0
8275,M,hispanic or latino,3.5814,36,121150.27,0
5683,M,hispanic or latino,3.149,34,85834.31999999999,0
580,F,white,3.61,32,97713.0,0
1956,M,white,3.88,n/a,143000.0,1
9789,M,white,3.76,33,189645.0,1
11684,F,hispanic or latino,2.9139999999999997,n/a,59363.979999999996,0
7927,M,white,3.77,31,164149.0,0
12074,M,hispanic or latino,3.243,34,134964.33,0
5601,F,asian,3.423,n/a,70943.96,0
14365,M,white,3.77,n/a,76433.0,0
19973,M,white,4.0,30,125489.0,1
7043,F,white,3.67,33,138981.0,0
15807,F,white,3.85,n/a,150957.0,0
1122,F,hispanic or latino,3.6566,34,38195.76,0
17669,F,white,3.1,30,62016.0,0
6914,M,asian,3.8955,34,219463.24000000002,0
14444,F,white,3.6,n/a,101850.0,0
7749,F,white,3.62,33,59559.0,0
8509,F,hispanic or latino,3.4309999999999996,31,111723.94,0
3476,M,white,3.04,30,100271.0,1
11399,F,white,3.83,n/a,177496.0,0
237,F,asian,3.528,34,90606.2,0
17749,F,white,3.43,32,209673.0,0
12852,F,black or african american,3.3724999999999996,35,73917.27,0
9381,M,asian,3.6854999999999998,n/a,290612.36,0
3902,M,asian,3.2235,33,125896.48000000001,0
12907,M,asian,3.465,31,132437.68,0
12041,M,white,3.29,30,55216.0,0
5486,F,asian,4.1370000000000005,33,100999.44,0
11309,F,white,3.26,36,174403.0,0
7550,M,asian,3.8115,30,106295.88,1
12219,F,asian,4.032,34,304410.52,0
18030,F,white,3.51,32,79855.0,0
19203,F,asian,3.9899999999999998,35,79471.44,0
12595,M,asian,3.2550000000000003,35,60053.920000000006,0
12770,M,asian,4.095,32,103563.48000000001,0
15778,F,hispanic or latino,3.0643999999999996,32,112549.27,0
3671,M,asian,3.3915,30,330171.44,0
5649,F,white,3.68,33,105765.0,0
19502,F,black or african american,3.268,n/a,82458.81,0
13755,M,white,3.53,32,113202.0,0
7918,M,white,3.19,n/a,89083.0,0
16007,F,white,3.55,n/a,396543.0,0
7398,M,white,3.1,n/a,83917.0,0
16886,F,white,3.04,n/a,77965.0,0
4614,F,white,3.32,n/a,235653.0,0
15503,F,black or african american,3.078,30,32192.37,0
10659,M,white,3.65,34,180072.0,0
11665,M,asian,4.095,31,140298.16,0
5475,M,white,3.51,33,151042.0,0
17037,M,hispanic or latino,3.1113999999999997,33,64813.72,1
5721,M,white,3.24,34,223714.0,0
5798,F,hispanic or latino,3.5625999999999998,35,73775.84,1
540,F,white,3.64,29,288050.0,0
7262,M,black or african american,2.8594999999999997,32,104717.34,0
4549,F,asian,3.9795000000000003,29,157916.16,1
1310,F,asian,3.7590000000000003,35,55320.520000000004,1
418,M,asian,3.8850000000000002,n/a,207390.08000000002,0
3934,F,white,3.78,30,72097.0,0
5079,M,asian,3.9585000000000004,n/a,154579.32,1
19990,M,asian,3.633,33,190607.44,0
10198,M,asian,3.9899999999999998,35,115460.92,1
6104,F,black or african american,3.3914999999999997,31,61460.91,0
14176,M,white,3.43,32,126844.0,0
1147,F,hispanic or latino,3.3464,33,88012.02,0
10034,F,black or african american,3.5814999999999997,33,48196.26,0
11914,M,asian,3.8220000000000005,34,144054.52000000002,0
7424,M,black or african american,3.2585,35,83999.16,0
18003,M,hispanic or latino,3.29,35,45636.54,0
1239,F,white,3.13,34,54237.0,1
1666,F,hispanic or latino,3.5814,34,107313.03,1
4588,F,white,3.0,34,83594.0,1
3589,M,white,3.4,29,169923.0,0
146,F,hispanic or latino,3.1302,29,37239.89,0
16172,F,asian,3.9899999999999998,n/a,69570.40000000001,0
9615,M,white,3.93,36,274757.0,0
15744,F,white,3.02,31,104867.0,0
5529,F,white,3.47,n/a,142629.0,0
13919,M,white,3.35,n/a,95086.0,0
718,M,asian,4.1475,33,70067.2,0
6591,F,black or african american,3.154,36,97474.23,0
12607,M,white,3.89,n/a,169794.0,0
10916,F,white,3.71,33,142500.0,0
2430,F,white,3.48,33,77497.0,0
9247,M,black or african american,3.04,n/a,99679.86,0
902,F,white,3.16,33,155162.0,0
7495,F,asian,3.4020000000000006,n/a,162359.76,0
1961,M,hispanic or latino,3.5156,n/a,72478.98,0
6625,F,white,3.49,n/a,142139.0,0
349,F,hispanic or latino,2.8669999999999995,33,148138.5,0
5657,F,asian,3.2865,32,81860.68000000001,0
12873,F,white,3.98,n/a,250705.0,0
16924,F,asian,3.9060000000000006,n/a,74560.48000000001,0
3044,M,white,3.79,34,78618.0,0
16498,F,white,3.38,35,98000.0,0
16197,M,hispanic or latino,3.6471999999999998,n/a,109027.13,0
615,M,black or african american,3.0115,32,184770.18,1
3920,F,white,3.56,n/a,167333.0,0
7260,M,white,3.13,33,95874.0,0
10805,F,white,3.71,34,194693.0,0
19602,M,black or african american,3.7239999999999998,n/a,67336.29,0
9462,F,asian,3.7800000000000002,34,220248.0,0
6653,M,white,3.77,n/a,107682.0,0
9918,M,white,3.92,32,69282.0,0
5160,F,white,3.16,33,78763.0,1
9559,M,white,3.43,34,124097.0,0
15434,F,asian,3.969,35,175380.52000000002,0
14216,F,asian,3.633,34,158131.44,0
11811,M,asian,3.9270000000000005,32,612289.4400000001,0
9908,M,white,3.41,32,86868.0,0
17667,M,asian,3.8325,34,198668.48,0
18008,M,black or african american,3.4865,29,48847.05,0
16282,F,asian,4.0845,n/a,238386.72,0
2388,F,asian,3.8535,33,92986.24,0
12169,M,asian,3.8535,36,122445.56000000001,0
6808,M,white,3.77,34,74814.0,0
14936,M,asian,3.2655,34,107103.64,0
10569,M,asian,4.179,31,178460.68000000002,1
3380,M,black or african american,3.2775,35,400630.86,0
5644,M,white,3.77,31,187562.0,0
4916,F,white,3.3,32,67910.0,0
9980,F,asian,3.717,36,92494.96,1
9437,F,hispanic or latino,2.9797999999999996,31,59288.34,0
10617,M,white,3.71,31,175286.0,0
17854,F,white,3.02,32,56384.0,0
10161,F,asian,3.4859999999999998,34,51779.44,1
6837,F,hispanic or latino,3.4873999999999996,34,97688.45,0
17374,M,white,3.95,34,57154.0,1
8096,M,white,3.14,32,111914.0,1
69,F,asian,3.4965,31,242224.04,0
13538,F,white,3.02,32,185847.0,1
5115,M,white,3.79,34,103447.0,1
16739,M,asian,3.7800000000000002,n/a,104254.40000000001,0
7545,F,hispanic or latino,3.0549999999999997,31,129657.33,0
8406,F,white,3.7,34,148413.0,0
1067,F,black or african american,3.667,n/a,46254.6,0
12132,M,white,3.22,32,114832.0,0
5608,M,white,3.57,34,122759.0,0
10103,M,asian,4.1055,33,138647.68,0
19491,M,asian,4.1475,n/a,91218.0,0
6752,M,white,3.55,36,173468.0,0
4878,F,asian,3.7065,34,68500.44,0
6177,M,white,3.56,30,153214.0,0
9178,F,white,3.31,31,143057.0,1
2433,M,black or african american,3.1254999999999997,n/a,41544.090000000004,0
15383,M,white,3.87,35,109784.0,0
14998,M,hispanic or latino,2.8857999999999997,34,78347.18,0
8525,F,asian,4.179,33,51750.920000000006,0
9589,F,white,3.68,32,78641.0,0
7352,F,asian,4.158,30,349530.08,0
19961,F,asian,3.1605,34,124889.08,0
1880,F,asian,3.528,30,264341.76,0
8502,F,hispanic or latino,3.3745999999999996,35,53617.78,0
8839,M,black or african american,2.9354999999999998,33,152184.06,0
13961,M,white,3.22,34,106092.0,0
11425,F,hispanic or latino,3.243,n/a,78872.39,0
16723,F,asian,3.6225000000000005,35,61377.8,0
8738,M,black or african american,3.7715,34,147997.08,0
18992,F,hispanic or latino,3.2242,33,122256.2,0
17119,M,white,3.98,35,155638.0,0
8295,M,asian,3.4755000000000003,31,147109.84,0
11753,F,hispanic or latino,3.6002,32,29187.28,1
5099,M,hispanic or latino,3.4497999999999998,34,55793.04,0
4795,M,white,3.8,33,77020.0,0
10872,M,asian,3.444,31,146274.48,0
13904,M,black or african american,2.9259999999999997,33,71008.56,0
13064,F,white,3.83,33,268702.0,0
11016,F,hispanic or latino,3.2148,33,40861.46,0
12183,F,hispanic or latino,2.8764,n/a,84908.34,0
12255,M,asian,4.1370000000000005,34,165689.24000000002,0
7502,M,white,3.9,31,368167.0,0
5301,M,asian,3.2655,33,79378.52,1
18323,F,black or african american,2.945,31,108872.19,0
14572,F,white,3.71,31,102034.0,0
9291,M,hispanic or latino,3.1959999999999997,34,75086.73,1
1076,M,white,3.61,31,145504.0,0
5361,F,asian,4.1370000000000005,29,350017.68,0
1330,M,asian,4.116,34,97534.72,0
9356,F,white,3.24,33,132894.0,0
3869,F,asian,3.948,n/a,212780.36000000002,1
16381,M,white,3.2,32,297646.0,0
13227,M,asian,4.074,31,91677.08,0
11968,M,white,3.5,n/a,103911.0,0
11229,F,white,3.08,n/a,62808.0,0
16455,F,hispanic or latino,3.0362,33,33956.26,0
4503,F,white,3.64,31,174984.0,0
7929,F,white,3.8,n/a,115621.0,0
7577,F,white,3.54,33,213963.0,1
10813,M,asian,3.8955,34,255470.2,1
13393,M,hispanic or latino,3.5343999999999998,31,120404.84999999999,0
6713,M,white,3.72,31,131497.0,0
10225,F,asian,3.9165,n/a,238993.92,0
6659,M,asian,4.0845,34,41889.44,1
15829,F,asian,3.9585000000000004,31,102887.28,0
18068,M,hispanic or latino,2.8669999999999995,34,90967.47,0
15596,M,asian,3.423,33,191105.16,0
15374,F,asian,4.0425,33,198106.36000000002,0
19164,F,white,3.52,34,114627.0,0
12687,F,black or african american,3.059,n/a,303768.36,0
6443,F,white,3.48,n/a,201096.0,1
11492,M,hispanic or latino,3.0174,32,49598.49,1
15236,M,asian,4.116,33,89488.40000000001,1
13365,F,white,3.76,n/a,134860.0,0
33,F,hispanic or latino,2.9516,n/a,59339.58,0
4312,M,white,3.28,29,83499.0,0
18717,F,white,3.21,n/a,172060.0,1
18814,F,asian,3.465,33,71933.88,1
7229,M,white,3.27,34,129238.0,0
16390,F,asian,3.3810000000000002,35,108119.32,0
15928,F,asian,4.116,33,197181.76,0
18390,F,asian,3.717,31,95217.24,0
18069,M,white,3.87,33,122031.0,0
10653,M,asian,3.4335,34,147698.64,0
17571,M,asian,3.213,35,74657.08,1
12554,F,white,3.56,35,126181.0,0
16548,F,hispanic or latino,2.961,34,139580.81,0
13068,F,asian,3.2865,n/a,143328.64,0
18980,F,white,3.76,35,134942.0,0
11547,F,white,3.8,36,95817.0,1
8885,M,white,3.4,33,97920.0,0
3771,M,white,3.2,n/a,140020.0,0
9271,F,hispanic or latino,2.9046,34,47529.369999999995,1
17599,F,white,3.75,33,130038.0,1
19747,F,hispanic or latino,3.1866,n/a,188945.06,0
14049,F,white,3.15,33,114342.0,1
13847,M,white,3.04,31,399319.0,1
1371,F,hispanic or latino,2.8388,33,96702.08,0
3876,F,asian,4.0845,33,116201.52,0
8254,F,asian,4.0425,34,59601.280000000006,1
11376,F,white,3.11,n/a,206959.0,0
16417,F,asian,4.116,32,65699.96,0
6286,M,hispanic or latino,3.713,33,88733.04,0
3367,M,white,3.43,33,91183.0,0
6265,M,hispanic or latino,3.3464,n/a,63854.189999999995,0
15551,F,white,3.19,29,90324.0,1
988,M,asian,3.8430000000000004,29,70549.28,0
10353,M,asian,3.549,34,95881.48000000001,0
15640,F,black or african american,3.4865,34,67408.11,0
10317,M,white,3.96,32,164521.0,0
14403,F,white,3.76,31,192394.0,0
4954,F,asian,3.4020000000000006,34,216390.44,0
3765,M,hispanic or latino,3.0174,31,41139.62,1
19234,F,white,3.26,n/a,101882.0,1
1633,M,asian,3.9795000000000003,n/a,209655.12,1
2475,M,hispanic or latino,2.8669999999999995,33,53208.47,1
13255,M,black or african american,3.8,n/a,153687.87,0
9211,F,asian,3.4545000000000003,30,179428.52000000002,0
10652,M,asian,3.3180000000000005,33,54141.08,0
4762,M,asian,3.6854999999999998,n/a,176862.64,0
13778,F,black or african american,3.0494999999999997,30,120577.59,1
7347,M,white,3.37,33,41044.0,1
13564,M,white,3.26,31,45984.0,0
14112,M,white,3.61,30,214742.0,0
7460,F,hispanic or latino,3.2523999999999997,n/a,90550.23,0
12733,M,asian,4.095,32,238434.56,1
14079,M,hispanic or latino,3.5156,34,76232.31,1
6843,M,asian,3.633,34,113126.88,0
13008,F,black or african american,3.667,35,35331.66,0
8643,F,hispanic or latino,2.8575999999999997,33,87915.64,1
7053,M,hispanic or latino,3.5625999999999998,34,70395.22,0
9579,M,black or african american,3.0305,n/a,70843.5,0
13757,F,white,3.51,34,218787.0,0
13911,F,asian,3.3075,35,188694.76,0
17554,M,asian,3.192,35,73992.84,0
3060,F,asian,3.654,n/a,107134.92,0
10260,F,hispanic or latino,3.0362,32,151106.76,0
18356,M,asian,3.9165,n/a,184192.28,0
16033,F,hispanic or latino,3.5061999999999998,34,70861.26,0
714,M,white,3.46,n/a,29174.0,0
3842,M,hispanic or latino,3.3651999999999997,35,163036.53,0
15405,F,asian,3.4965,n/a,114574.04000000001,0
12119,M,white,3.54,33,116457.0,1
15034,F,asian,4.032,34,200767.92,0
9611,F,white,3.34,33,529735.0,0
18450,F,black or african american,3.0969999999999995,n/a,60951.24,0
2379,M,white,3.36,32,71256.0,0
1645,M,black or african american,3.61,34,241817.94,0
2769,F,asian,3.213,34,118708.52,1
3929,M,hispanic or latino,3.5719999999999996,34,41178.049999999996,0
15557,F,hispanic or latino,3.102,29,93840.56999999999,0
1647,M,white,3.47,32,125727.0,0
5727,F,white,3.6,33,124834.0,0
7641,F,black or african american,3.6005,32,23550.03,0
14822,F,white,3.78,31,150678.0,0
13848,M,asian,3.948,34,53518.240000000005,0
6447,M,white,3.52,36,84491.0,0
752,F,asian,3.7380000000000004,n/a,1156878.84,0
8996,M,asian,3.591,n/a,122440.04000000001,0
906,F,asian,4.168500000000001,29,195626.04,0
343,F,white,3.62,33,120287.0,0
11502,F,white,3.26,33,346720.0,0
11164,M,white,3.31,31,110614.0,0
16490,M,black or african american,3.477,34,119269.08,0
16948,M,asian,3.192,33,105247.08,0
18468,F,black or african american,2.9924999999999997,29,106965.18000000001,0
